date,open,close,high,low,volume,change,pct_change,amplitude_pct,turnover,turnover_rate,ma_short,ma_long,signal,signal_change,buy_signal,sell_signal,position,daily_return,strategy_return,benchmark_wealth,strategy_wealth,benchmark_cumulative_return,strategy_cumulative_return,rolling_drawdown
2024-01-02,78.864,77.255,80.251,77.197,147911.0,,,,,,,,0.0,0.0,False,False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2024-01-03,76.177,73.217,76.809,73.145,221087.0,-4.037999999999997,-5.226846158824672,4.7427350980519085,,,,,0.0,0.0,False,False,0.0,-0.05226846158824672,-0.0,0.9477315384117533,1.0,-0.05226846158824672,0.0,0.0
2024-01-04,73.008,72.505,73.705,71.327,166507.0,-0.7120000000000033,-0.9724517530081856,3.2478795908054146,,,,,0.0,0.0,False,False,0.0,-0.009724517530081855,-0.0,0.9385153064526568,1.0,-0.061484693547343205,0.0,0.0
2024-01-05,72.232,69.653,72.865,69.057,175521.0,-2.8519999999999897,-3.933521826080943,5.252051582649463,,,,,0.0,0.0,False,False,0.0,-0.039335218260809435,-0.0,0.9015986020322311,1.0,-0.09840139796776892,0.0,0.0
2024-01-08,69.488,68.769,70.429,68.065,132630.0,-0.8840000000000003,-1.269148493245087,3.3939672375920695,,,72.2798,,0.0,0.0,False,False,0.0,-0.01269148493245087,-0.0,0.8901559769594203,1.0,-0.10984402304057972,0.0,0.0
2024-01-09,70.91,70.58,72.168,69.991,200011.0,1.8109999999999928,2.633454027250637,3.1656705783129127,,,70.9448,,0.0,0.0,False,False,0.0,0.026334540272506368,0.0,0.9135978253834703,1.0,-0.08640217461652966,0.0,0.0
2024-01-10,70.587,69.632,71.579,68.41,138602.0,-0.9479999999999932,-1.343156701615178,4.489940493057519,,,70.2278,,0.0,0.0,False,False,0.0,-0.01343156701615178,-0.0,0.9013267749660218,1.0,-0.09867322503397824,0.0,0.0
2024-01-11,69.632,72.067,72.85,69.567,192897.0,2.434999999999988,3.49695542279409,4.714786305147061,,,70.14020000000001,,0.0,0.0,False,False,0.0,0.0349695542279409,0.0,0.9328457705002912,1.0,-0.06715422949970884,0.0,0.0
2024-01-12,71.521,70.034,71.773,69.315,138420.0,-2.032999999999987,-2.820986026891626,3.4107150290701687,,,70.2164,,0.0,0.0,False,False,0.0,-0.028209860268916254,-0.0,0.9065303216620284,1.0,-0.0934696783379716,0.0,0.0
2024-01-15,69.172,70.982,72.218,69.172,126476.0,0.9479999999999932,1.3536282377131004,4.349316046491713,,,70.659,,0.0,0.0,False,False,0.0,0.013536282377131004,0.0,0.918801372079477,1.0,-0.08119862792052301,0.0,0.0
2024-01-16,70.271,69.84,70.537,68.482,169026.0,-1.141999999999996,-1.608858583866324,2.895100166239338,,,70.511,,0.0,0.0,False,False,0.0,-0.01608858583866324,-0.0,0.9040191573360947,1.0,-0.09598084266390527,0.0,0.0
2024-01-17,70.106,68.927,71.672,68.927,191932.0,-0.9129999999999968,-1.3072737686139702,3.930412371134006,,,70.37,,0.0,0.0,False,False,0.0,-0.013072737686139702,-0.0,0.8922011520289949,1.0,-0.10779884797100514,0.0,0.0
